job_id,job_title,job_text_snippet,job_text_raw,required_skills,selected_count,mean_selected_score,budget_used,budget_slack,budget_utilisation,selected_coverage,topk_score_coverage,coverage_gain_vs_topk,selected_resume_ids,topk_score_resume_ids,excluded_topk_resume_ids,selected_beyond_topk_resume_ids,selected_covered_skills,topk_score_covered_skills,selected_missing_required_skills,topk_missing_required_skills,high_score_not_selected,time_budget_tight,skill_tradeoff,selected_equals_topk,case_explanation
75,Software Engineer,"No of Positions - 3 The Group: DBRS Morningstar is a global credit ratings business, currently with 700 employees in eight offices globally. Formed through the July 2019 acquisition of DBRS by Morningstar, Inc., the ratings business is the fourth-largest provider of credit ratings in the world. DBRS Morningstar is committed to empowering investor success, serving the market through leading-edge technology and raising the bar for the industry. DBRS Morningstar is a market leader in Canada, the U....","No of Positions - 3
The Group:
DBRS Morningstar is a global credit ratings business, currently with 700 employees in eight offices globally. Formed through the July 2019 acquisition of DBRS by Morningstar, Inc., the ratings business is the fourth-largest provider of credit ratings in the world. DBRS Morningstar is committed to empowering investor success, serving the market through leading-edge technology and raising the bar for the industry. DBRS Morningstar is a market leader in Canada, the U.S. and Europe in multiple asset classes. DBRS Morningstar is driven to bringing more clarity, diversity of opinion, and responsiveness to the ratings process. DBRS Morningstar’s approach and size provide the agility to respond to customers’ needs, while being large enough to provide the necessary expertise and resources.
The Role:
As a software engineer you will work closely with analysts on our Quantitative Credit Modeling team to develop, implement and document methodologies for analyzing and rating structured credit securities. You will also guide us in defining the technical architecture, design, and platform best suited for our quantitative credit rating algorithms, while partnering with the enterprise IT teams. A successful candidate will demonstrate knowledge of the full life cycle of a credit model from data ETL to model construction and ultimately model validation. This position is based in our Mumbai office.
Responsibilities
• Clearly document system and functional specifications of the existing tools currently used by DBRS ratings analyst and recode when necessary by maintaining a robust development environment via strong documentation and version control.
• Assist in the transition of research products from the prototype phase to fully-fledged, scalable, and integrable into existing platforms of financial products, such as the tools in DBRS analytics Portal and/or Ratings Engine etc.
• Develop, test, document and maintain unified model development library functions that incorporate numerical techniques such as machine learning, statistic models, visualization and validation functionalities.
• Collaborate with the other quantitative researchers to build out automated data pipelines which can be used throughout the organization
Minimum Requirements
• A bachelor’s degree in Computer Science or a related field (Masters or higher is desirable)
• Minimum 4 years of experience with Python (pandas, scikit-learn, numpy)
• Experience with scalable data cleaning and manipulation techniques
• Experience with distributed parallel computing (e.g. Spark, Dask, Ray etc.)
• Experience developing and deploying solutions using services in the Amazon AWS ecosystem (Lambda, EC2, RDS, EMR)
• Experience with relational and NOSQL databases (e.g. MSSQL, Redshift, Postgres, MongoDB, AWS Athena)
• Experience with UNIX/Linux including basic commands and shell scripting
• Experience with APIs design and development for microservices hosted in the cloud
• Experience with DevOps tools (e.g. Git, Jenkins)
• Experience with Agile software engineering practices


Preferred Requirements
• Experience with C#/.NET and VBA
• Familiarity with information visualization
• Familiarity with structured credit securities
• Intellectual curiosity for the world of quantitative research
• Possesses strong technical development skills, an ability to follow analyst requirements and technical specifications for robust code
About Us
DBRS Morningstar is a global credit ratings business, currently with 700 employees in eight offices globally. Formed through the July 2019 acquisition of DBRS by Morningstar, Inc., the ratings business is the fourth-largest provider of credit ratings in the world.
DBRS Morningstar is committed to empowering investor success, serving the market through leading-edge technology and raising the bar for the industry. DBRS Morningstar is a market leader in Canada, the U.S. and Europe in multiple asset classes.
DBRS Morningstar rates more than 2,600 issuers and 54,000 securities worldwide and is driven to bringing more clarity, diversity of opinion, and responsiveness to the ratings process. DBRS Morningstar’s approach and size provide the agility to respond to customers’ needs, while being large enough to provide the necessary expertise and resources.","['etl', 'numpy', 'panda', 'scikit-learn', 'spark']",5,0.778827344119628,64.285,0.7150000000000034,0.989,1.0,1.0,0.0,"[213, 489, 452, 205, 60]","[213, 268, 489, 246, 192]","[268, 246, 192]","[452, 205, 60]","['etl', 'numpy', 'panda', 'scikit-learn', 'spark']","['etl', 'numpy', 'panda', 'scikit-learn', 'spark']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
76,Software Engineer,"Description Primary Responsibilities Design Interact with project Technical Manager and Business Analyst to understand project scope and business requirements. Develop solutions to complex problems. Design solutions that are highly robust, have well-defined support mechanisms and provide the appropriate level of traceability. Design solutions that meet functional and non-functional requirements Design and document data structures utilizing organizations naming conventions to support project effo...","Description

Primary Responsibilities

Design
Interact with project Technical Manager and Business Analyst to understand project scope and business requirements.
Develop solutions to complex problems. Design solutions that are highly robust, have well-defined support mechanisms and provide the appropriate level of traceability.
Design solutions that meet functional and non-functional requirements
Design and document data structures utilizing organizations naming conventions to support project efforts.
Identify and design modifications required to existing solutions in order to meet project needs.
Document the high level technical solution and detailed technical design. Prepare specifications and diagrams as required to communicate approach, detailed solution and data flow.
Translate business specifications and designs into language-coded programs, procedures, or scripts.
Identify and implement robust data movement and handshake solutions.
Lead and execute data analysis as necessary to identify use cases and detailed handling for specific data situations.
Identify the appropriate environment and/or database for use within the solution.
Identify multiple technical solutions and lead discussions to review and determine the best approach.
Build
Interpret and uses computer operating systems and interface tools to code, compile, test, run, and debug programs (e.g., PLSQL, Unix, Windows, HiveQL, Pig, etc.).
Carry out activities to migrate existing PLSQL packages into more streamline approach, e.g. using of Control M procedures and framework.
Write Shell Scripts (UNIX), Job Control Language (MVS), or Control M style scripting functions.
Validate developed solutions to ensure that requirements are met and the results meet the business needs.
Help establish and advocates use of common, re-usable functions, services and data.
Implement production programs, systems and infrastructure platforms (hardware/software) for use by internal and external customers.
Automate data processing, including creation of Oozie workflows, control-m, etc..
Independently execute Proof of Concepts to validate approach. Summarize and document results for stakeholder review.
Create high-performing logic. Tune logic as required to meet performance requirements
Administration / Soft Skills
Determine the approximate size and complexity of tasks in relationship to defined customer requirements.
Calculates time, steps involved and deadlines for assigned projects.
Navigate and utilize organizational change control and work scheduling.
Interface with extended team members such as DBAs to implement solutions.
Work with extended team members such as ETL to ensure that the best tools are utilized for the solution.
Ensure that technical best practices are being adhered to.
Build and maintain internal relationships within and across other internal teams. Gains an understanding of how the end customer uses the data within their business.
Respond promptly to customer needs.
Extended Support Function
Provide level 3 support for implemented solutions.
Participate in triage / root cause analysis for implemented solutions. Perform initial investigation on tier 1 problems, incidents and requests when required.
Help establish and maintain data quality audits for the outputs you have responsibility for using Excel and Tableau.
Document tasks and bundle elements required for promotion to production. Assess the risk associated with production implementations, and develops back out plans prior to implementing changes in production.
Ensure all code created by yourself is peer reviewed by a fellow team member and a member of the DBA group when required.
Monitor production process after release.
Make effective decisions that may measurably impact work assignments, scheduling and the daily planning of work.
Create complete project documentation to include job steps, input/output files, flowcharts, parameter definitions, job prerequisites, interfaces, operational instructions and troubleshooting information.
Minimum Qualifications
Bachelors degree in Computer Science with 5-10 years related job experience or equivalent combination of education and experience.
Advanced languages skills in PL/SQL. (Excel macro, .NET, Java, and other Scripting Languages is a plus).
Experience working with such platforms as UNIX, and Window.
Strong conceptual thinking.
Strong Analytical skills.
Strong Data Analysis Skills.
Good knowledge of database structures, theories, principles, and practices.
Strong Team player, and able to work independently.
Ability to effectively communicate technical concepts or problems to non-technical peers.
Strong interpersonal, written and communication skills.
Experience on supporting deliverables with large volume of transactional data, strong data analysis skill is a definite asset.
Ability to learn new concepts quickly and independently.
Capable of working under pressure and tight deadline, balancing multiple assignments simultaneously.
A general understanding of the automotive business.
In depth understanding of data files and common data processing functions.
Experience defining, analyzing and designing an automated data processing solution.
Understands sequential, indexed, random and/or relational file access methods and how they can be applied.
Experience participating in testing such as defining testing strategy, test case development, text execution and test tracking.
Proficient at analyzing / auditing data and interpreting the results. Ability to execute data analysis, determine actionable results and summarize for effective communication to project stakeholders.
Familiar with code repository software (SVN, etc).
Knowledgeable of multiple file access methods, including databases.
Understands connections between platforms and how to move data between them.
Strong skills in accessing data within Oracle databases using tools such as (Toad, SQL navigator, etc).
Strong skills in creating visualizing and analyzing data using Tableau is a plus.
-----------------------------------------------
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.

For information please click on the following links:

IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency Statement

-----------------------------------------------

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.","['data analysis', 'etl', 'excel', 'oracle', 'tableau']",5,0.7590725216958505,63.11199999999999,1.8880000000000123,0.970953846153846,1.0,1.0,0.0,"[268, 293, 496, 177, 390]","[268, 139, 280, 48, 375]","[139, 280, 48, 375]","[293, 496, 177, 390]","['data analysis', 'etl', 'excel', 'oracle', 'tableau']","['data analysis', 'etl', 'excel', 'oracle', 'tableau']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
77,Software Engineer,"Skills and Experience: • 6+ years of software development experience building enterprise applications. • Excellent programming skills in .NET Core, Web API, Entity Framework. • Good knowledge of writing SQL queries and procedures. • Experience with Common Design Patterns and adhering to SOLID principles. • Experience with developing rich and responsible web applications. • Good knowledge of writing Unit and Integration Tests. Job Type: Full-time Education: Bachelor's (Required) Industry: Softwar...","Skills and Experience:

• 6+ years of software development experience building enterprise applications.

• Excellent programming skills in .NET Core, Web API, Entity Framework.

• Good knowledge of writing SQL queries and procedures.

• Experience with Common Design Patterns and adhering to SOLID principles.

• Experience with developing rich and responsible web applications.

• Good knowledge of writing Unit and Integration Tests.

Job Type: Full-time

Education:
Bachelor's (Required)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19","['.net', 'api', 'sql']",5,0.755287439480535,64.446,0.554000000000002,0.991476923076923,1.0,1.0,0.0,"[325, 68, 80, 66, 414]","[253, 325, 68, 16, 33]","[253, 16, 33]","[80, 66, 414]","['.net', 'api', 'sql']","['.net', 'api', 'sql']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
78,Wordpress Developer,"No of poisition : 2 Location : Jaipur, Rajasthan We are looking for a Wordpress Developer to work for offshore clients around the world and manage projects effectively. Key responsibilities : Core PHP OOPS Mysql jQuery Plugin Development Theme Developemnt Customization Qualification B.Tech. (Any Specialization)/ M.Tech. (Any Specialization)/ MCA Experience At least 1 year or more than that. Salary Negotiable (As per the Interview and experience)","No of poisition : 2 Location : Jaipur, Rajasthan

We are looking for a Wordpress Developer to work for offshore clients around the world and manage projects effectively.
Key responsibilities :
Core PHP
OOPS
Mysql
jQuery
Plugin Development
Theme Developemnt
Customization
Qualification

B.Tech. (Any Specialization)/
M.Tech. (Any Specialization)/ MCA

Experience

At least 1 year or more than that.

Salary

Negotiable (As per the Interview and experience)","['mysql', 'php', 'wordpress']",5,0.6160712981904422,51.77759999999999,13.222400000000007,0.7965784615384615,1.0,1.0,0.0,"[277, 281, 158, 18, 40]","[277, 482, 281, 158, 235]","[482, 235]","[18, 40]","['mysql', 'php', 'wordpress']","['mysql', 'php', 'wordpress']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
79,Wordpress Developer,"Citrusbug Technolabs is looking for a skilled WordPress Developer to design and implement attractive and functional websites for our clients. You will be responsible for the implementation of WordPress themes and plugins as well as site integration and security updates. You should have in-depth knowledge of front-end programming languages, a good eye for aesthetics, and strong content management skills. Ultimately, a top-class WordPress Developer can create attractive, user-friendly websites tha...","Citrusbug Technolabs is looking for a skilled WordPress Developer to design and implement attractive and functional websites for our clients. You will be responsible for the implementation of WordPress themes and plugins as well as site integration and security updates. You should have in-depth knowledge of front-end programming languages, a good eye for aesthetics, and strong content management skills. Ultimately, a top-class WordPress Developer can create attractive, user-friendly websites that perfectly meet the design and functionality specifications of the client.

Software Development2+ yearsUpto 30K

Opportunity
A Competitive Salary
Retention Bonus for all
An Exciting & Diverse Workload
A nice Office infrastructure
5 days working
Latest Tools needed to do the job
Scope of speedy career growth
Supportive & Friendly Work Culture
Bi-weekly fun activity Events
We love to party so expect a busy social calendar!
Responsibilities
Designing and building the website front-end.
Creating the website architecture.
Designing and managing the website back-end including database and server integration.
Generating WordPress themes and plugins.
Conducting website performance tests.
Troubleshooting content issues.
Conducting WordPress training with the client.
Monitoring the performance of the live website.
Qualifications

BCA / MCA / B.Tech / M.Tech

Skills

PHP, WordPress, WooCommerce, Themes & Plugin, CMS, HTML, CSS

We are always ready to hire talented people.","['css', 'html', 'php', 'wordpress']",5,0.8119525180761846,47.379999999999995,17.620000000000005,0.7289230769230769,1.0,1.0,0.0,"[482, 277, 206, 419, 9]","[482, 277, 206, 70, 158]","[70, 158]","[419, 9]","['css', 'html', 'php', 'wordpress']","['css', 'html', 'php', 'wordpress']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
80,Wordpress Developer,"WordPress Developer (1-3 yr EXP) Hands on experience of PHP, MYSQL, Wordpress & Framework (Codeigniter). Functional knowledge of HTML5, CSS, Bootstrap, Javascript & JQUERY. Ability to perform modifications in existing Wordpress sites Ability to customise themes and plugins Candidate must be a good team player with good communication skill. Self-motivated with the ability to focus on multiple task Willingness to learn & implement new technologies in time limit is essential. Job Type: Full-time Sa...","WordPress Developer (1-3 yr EXP)
Hands on experience of PHP, MYSQL, Wordpress & Framework (Codeigniter).
Functional knowledge of HTML5, CSS, Bootstrap, Javascript & JQUERY.
Ability to perform modifications in existing Wordpress sites
Ability to customise themes and plugins
Candidate must be a good team player with good communication skill.
Self-motivated with the ability to focus on multiple task
Willingness to learn & implement new technologies in time limit is essential.
Job Type: Full-time

Salary: ₹10,000.00 - ₹18,000.00 per month

Experience:
WordPress: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
No","['bootstrap', 'css', 'mysql', 'php', 'wordpress']",5,0.8157960885069183,60.816599999999994,4.183400000000006,0.9356399999999999,1.0,1.0,0.0,"[235, 70, 158, 125, 419]","[235, 70, 281, 158, 206]","[281, 206]","[125, 419]","['bootstrap', 'css', 'mysql', 'php', 'wordpress']","['bootstrap', 'css', 'mysql', 'php', 'wordpress']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
81,Wordpress Developer,"iTool Solutions is seeking a full-time Web Developer/Designer. An ideal candidate must have at least 2 years of experience. Qualification: Bachelor's degree Experience: 2+ Years Job Location: Surat Basic Skills: i. Good communication and interpersonal skills ii. 2+ years of experience working with WordPress. iii. Having experience with other CMS like Joomla, Shopify iv. Strong knowledge of current web development languages (including HTML5, CSS3, PHP/MySQL) v. Familiarity with web standards and ...","iTool Solutions is seeking a full-time Web Developer/Designer. An ideal candidate must have at least 2 years of experience.

Qualification: Bachelor's degree
Experience: 2+ Years
Job Location: Surat

Basic Skills:
i. Good communication and interpersonal skills
ii. 2+ years of experience working with WordPress.
iii. Having experience with other CMS like Joomla, Shopify
iv. Strong knowledge of current web development languages (including HTML5, CSS3, PHP/MySQL)
v. Familiarity with web standards and usability
vi. Ability to manage multiple projects at a time
vii. Flexibility and eagerness to identify, learn, and use new and changing technologies
viii. Familiarity with ASP .net, Javascript/VBScript, web server configurations (Windows and Linux) a plus
ix. Self-motivated with “Go Get It attitude”

Responsibility:
i. Design and implement websites from initial concept, site architecture, and user interface to finished deliverable
ii. Code and implement WordPress sites from Photoshop layout through Html/CSS to a custom theme, functions, and plugins
iii. Design and implement new features, enhancements, and content of existing websites
iv. Create and update re-usable code libraries to streamline WordPress development cycle
v. Facilitate client WordPress training, site documentation and maintenance
vi. Design interfaces and graphics for presentations and mobile-delivered applications","['.net', 'golang', 'linux', 'php', 'wordpress']",5,0.7443185082907858,63.491499999999995,1.508500000000005,0.9767923076923076,1.0,0.8,0.2,"[221, 125, 287, 34, 163]","[158, 127, 482, 70, 235]","[158, 127, 482, 70, 235]","[221, 125, 287, 34, 163]","['.net', 'golang', 'linux', 'php', 'wordpress']","['.net', 'linux', 'php', 'wordpress']",[],['golang'],1,1,1,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
82,Wordpress Developer,"Job Description *WordPress Developer job description\** We are looking for an experienced and passionate WordPress Developer to join our IT team! As a WordPress Developer at our company, you will be responsible for both back-end and front-end development, including creating WordPress themes and plugins.We are expecting you to have a strong understanding of latest industry trends and content management systems. WordPress Developer Responsibilities: * Designing and building the website front-end. ...","Job Description
*WordPress Developer job description\**
We are looking for an experienced and passionate WordPress Developer to join our IT team! As a WordPress Developer at our company, you will be responsible for both back-end and front-end development, including creating WordPress themes and plugins.We are expecting you to have a strong understanding of latest industry trends and content management systems.
WordPress Developer Responsibilities: *
Designing and building the website front-end.
Creating the website architecture.
Designing and managing the website back-end including database and server integration.
Hand on experience in Wordpress (Developing custom themes, plugins and admin)
Generating WordPress themes and plugins.
Conducting website performance tests.
Theme Creation/Modification
Plugin Creation/Modification
Woocommerce Implementation / Modifications
Working with Different Forms
Working with different Page Builders
Monitoring the performance of the live website.
*WordPress Developer Requirements: *
Bachelors degree in Computer Science or a similar field.
Proven work experience as a WordPress Developer.
Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.
Hand on experience in Wordpress (Developing custom themes, plugins and admin)
Ability to project manage.
Good communication skills.
NOTE: Minimum 2 years exp. in Wordpress Development.\*
Job Type: Full-time

Salary: ₹12,173.00 - ₹34,958.00 per month

Schedule:
Morning shift
Industry:
IT Operations & Helpdesk
Work Remotely:
No","['communication', 'css', 'html', 'javascript', 'wordpress']",5,0.7583632725490039,48.5645,16.435499999999998,0.7471461538461539,1.0,1.0,0.0,"[206, 287, 126, 138, 23]","[206, 158, 235, 277, 482]","[158, 235, 277, 482]","[287, 126, 138, 23]","['communication', 'css', 'html', 'javascript', 'wordpress']","['communication', 'css', 'html', 'javascript', 'wordpress']",[],[],1,0,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
83,Wordpress Developer,"Responsibilities: · Establishing and guiding the website's architecture · Ensuring high-performance and availability, and managing all technical aspects of the CMS · Helping formulate an effective, responsive design and turning it into a working theme and/or plugin. · Build websites, prototypes and applications using the latest front¬end and back-end technologies · Providing timely resolution to reported problems with existing websites. · Working closely with both the design and project resource...","Responsibilities:
· Establishing and guiding the website's architecture
· Ensuring high-performance and availability, and managing all technical aspects of the CMS
· Helping formulate an effective, responsive design and turning it into a working theme and/or plugin.
· Build websites, prototypes and applications using the latest front¬end and back-end technologies
· Providing timely resolution to reported problems with existing websites.
· Working closely with both the design and project resources to achieve the best possible results in web projects from conception right through to delivery.
· Ensuring all work adheres to current industry best practice.
· Self-motivated, goal oriented and able to work in a team environment.
· Use common sense at all times and pay close attention to detail.
· Client-facing demeanor for Training & Support.
Experience: Minimum 4 years' experience of PHP programming, MySQL, HTML/CSS/LESS/SASS, JavaScript, XML/JSON and 3rd party APIs, Cross-platform and cross-browser, Responsive, Web standards and accessibility, Code testing, Security, Deployment
Education: Bachelor's Degree in Computer Science or related disciplines (MIS, Web Development, etc) preferred.
Qualifications
Education: Bachelor's Degree in Computer Science or related disciplines (MIS, Web Development, etc) preferred.
Skills:
· Extensive knowledge and experience of building WordPress websites using the best practice & standard plugins
· Experience working with WordPress at a PHP code level:
· Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
· Knowledge of existing inbuilt WordPress functions.
· Customizing WordPress to support specific functionality
· Creation of custom post types.
· Creation of plugins/widgets written to conform with WordPress coding standards.
· Creation of clean, logical, well documented and reusable code.
· Theme/template integration.
· Knowledge of WordPress Network (Multisite) required.
· Experience creating multilingual websites.
· Developing wire-frame mock-ups to illustrate possible solutions
· Good understanding of cross-platform and cross-browser issues.
· Experience building user interfaces for websites and/or web applications
· Use of AJAX / Prototype / script.aculo.us an advantage.
· Experience designing and developing responsive design websites
· Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
· Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
· Ability to convert comprehensive layout and wire-frames into working HTML pages
· Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
· Proficient understanding of code versioning tools (such as Git, SVN, and Mercurial)
· Knowledge of different PHP frameworks, libraries, or any other technology relevant to WordPress Multisite
Job Type: Full-time
Salary: ₹11,557.00 - ₹30,000.00 per month
Benefits:
Work from home
Schedule:
Day shift
Night shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
WordPress: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes","['css', 'git', 'mysql', 'php', 'wordpress']",5,0.7728019649152034,61.90449999999999,3.0955000000000084,0.9523769230769229,1.0,1.0,0.0,"[374, 409, 161, 216, 413]","[158, 374, 482, 499, 206]","[158, 482, 499, 206]","[409, 161, 216, 413]","['css', 'git', 'mysql', 'php', 'wordpress']","['css', 'git', 'mysql', 'php', 'wordpress']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
84,iOS Developer,"Graduate, min 3 years of work experience Job Type: Full-time Salary: ₹15,000.00 - ₹25,000.00 per month Schedule: Monday to Friday Weekends Experience: work: 1 year (Preferred) total work: 1 year (Preferred) iOS: 1 year (Preferred) Education: Bachelor's (Preferred) Programming Languages needed: Objective-C (Preferred) Benefits: Health insurance Paid leaves / Leave encashment Industry: Customer Service","Graduate, min 3 years of work experience

Job Type: Full-time

Salary: ₹15,000.00 - ₹25,000.00 per month

Schedule:
Monday to Friday
Weekends
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Benefits:
Health insurance
Paid leaves / Leave encashment
Industry:
Customer Service",[],5,0.7004790523832456,63.910099999999986,1.0899000000000143,0.9832323076923075,0.0,0.0,0.0,"[28, 259, 362, 236, 498]","[28, 259, 450, 404, 362]","[450, 404]","[236, 498]",[],[],[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
85,iOS Developer,"Greetings from WebCastle Media Pvt. Ltd. !!! We are hiring Experienced iOS Developers. Skills Required: XCode & interface builder, story board,SWIFT, Auto layout, MVC, Core Data, Table views, JSON Must have done any live projects in app store Should have experience in single handling or in a team Both and Male and Female Can apply Experience: 1+yr Qualification: B.Tech/MCA//BCA (must have completed SWIFT) Job Type: Full-time Salary: ₹15,000.00 - ₹25,000.00 per month Schedule: Day shift Supplemen...","Greetings from WebCastle Media Pvt. Ltd. !!!
We are hiring Experienced iOS Developers.

Skills Required: XCode & interface builder, story board,SWIFT, Auto layout, MVC, Core Data, Table views, JSON

Must have done any live projects in app store

Should have experience in single handling or in a team

Both and Male and Female Can apply

Experience: 1+yr
Qualification: B.Tech/MCA//BCA (must have completed SWIFT)

Job Type: Full-time

Salary: ₹15,000.00 - ₹25,000.00 per month

Schedule:
Day shift
Supplemental Pay:
Overtime pay
Experience:
work: 1 year (Required)
total work: 1 year (Required)
iOS: 1 year (Required)
Education:
Bachelor's (Required)
Benefits:
Provident fund (PF)
Paid leaves / Leave encashment
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19",['swift'],5,0.5538586607363103,63.519099999999995,1.4809000000000054,0.977216923076923,1.0,1.0,0.0,"[146, 223, 453, 247, 51]","[254, 445, 146, 223, 453]","[254, 445]","[247, 51]",['swift'],['swift'],[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
86,iOS Developer,"Job Summary We are an outsourcing company working for clients based around the world. We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices. Your primary focus will be the development of iOS applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure.You will be part of a startup environment with a small, agile...","Job Summary
We are an outsourcing company working for clients based around the world. We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices.
Your primary focus will be the development of iOS applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure.You will be part of a startup environment with a small, agile team that moves fast and uses cutting-edge technologies, tools, and processes.
Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.
Roles & Responsibilities :
Development, delivery, and maintenance of mobile applications for iOS devices.
Design and build applications for the iOS platform using Swift, Rx Swift, and Objective-C.
Improving code quality and maintainability by staying up-to-date on new technologies and development approaches.
Ensure the performance, quality, and responsiveness of the application.
Ensure the mobile platform is safe, secure, and compatible with the latest devices and iOS versions.
Provide support for the development of mobile projects and devise solutions that are maintainable and scalable.
Identify, diagnose, and resolve production issues.
Identify opportunities for process and tool improvements, and perform the implementation.
Communicate with the client around technical issues and capabilities/limitations of iOS.
Brainstorm, contribute new ideas, conceive innovative strategies, Identify and correct bottlenecks, and fix bugs.
Always be learning and working towards mastering your craft
Skills Required :
Minimum 5 years of experience in iOS Application Development.
Minimum 3 years of experience building iOS applications from scratch
Development experience in Swift and Rx Swift
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Understanding of Apple's design principles and interface guidelines.
Knowledge of the iOS ecosystem and the libraries available for common tasks
Solid understanding of the full mobile development lifecycle\Experience in web service and API integration (REST, JSON, and similar)
Excellent understanding of code versioning tools, such as Git.
Experience with network communications on mobile platforms, making synchronous and asynchronous web service calls.
Must have developed apps using swift & objective C interoperability
Experience releasing an iOS app to the App Store.
Understanding of Apple's design principles and interface guidelines.
Experience with automated test suites using frameworks such as Appium
Familiarity with cloud message APIs and push notifications.
Familiarity with building location-aware apps, geofencing, Google Maps API integrations.
Familiarity with audio streaming and in-app audio players.
Familiarity with audio encoding and conversion of audio formats.
Programming Languages needed:
Objective-C (Preferred)
Swift (Preferred)
Job Type: Part-time
Salary: ₹75,000.00 - ₹100,000.00 per month
Schedule:
Day shift
Evening shift
Morning shift
Education:
Bachelor's (Preferred)
Experience:
total: 5 years (Preferred)
iOS development: 5 years (Preferred)
Work Remotely:
Yes","['agile', 'api', 'git', 'rest', 'swift']",5,0.7588664518764029,63.56049999999999,1.4395000000000095,0.977853846153846,1.0,1.0,0.0,"[99, 162, 312, 331, 140]","[99, 260, 214, 443, 320]","[260, 214, 443, 320]","[162, 312, 331, 140]","['agile', 'api', 'git', 'rest', 'swift']","['agile', 'api', 'git', 'rest', 'swift']",[],[],1,1,0,0,"At least one high-score candidate was excluded, indicating a constraint-driven selection trade-off."
